final_text,sentiment
food ambiance srevice great must drop experience place food keep manbar service prompt thank,0
unforgettable culinary journey delight sens every dish must visit food enthusiast,0
no spinach sandwich,1
food nice n delicious always ever,0
think place not need rating number luxurious place food service taste ambeince perfect benchmark would rate best place daal khurchan bread,0
food not good pita bread stale hummus fresh,1
know prepare home fry virgin mojito shake special pizza amazing food,0
ambience good staff polite service fast b,0
food wasnt expected niche place wasnt worth ambience good though,1
ordered chicken biryani instead chicken piece received piece aachar,1
good music service lokendra,0
highly recommend place great ambience amazing food friendly staff must try tandoori chicken wing peri awesome place hangout chill fabulous night,0
didnt give beverage even one hour said not go service horrible waiter seemed short tempered,1
food service ambiance musiclive vibe staff attitude not polite,1
no spoon eat handsthis irresponsible,1
food service good given mr dhiraj experience overall good also come againfood yummy,0
cafe offer best coffee cake jaipur scrumptious mouth coffee worth beside boutique always find foreigner small cafe soothing place would recommend try loved one jaipurfoodlove,0
received incorrect order,1
nice embance friendly staff good service specially thank much aarif making u feel special food really lasasis thankyou,0
guy please not go bhool k r not worth not courteous service bad property not maintained ambiance pure mitti wala no hygiene waste time money,1
place cool cozy food great specially alfredo pasta virgin italian smooch mocktail loved service need improved wait long served person took order came time confirm actually ordered please improve service standard rest everything perfect highly recommend place,0
must say place never disappoints no matter dessert item fav oth special nacho lebanese platter,0
good experience kebab curry really enjoyed wonderful experience recommend everyone meal shibu,0
piece almost no meat bone gravy super waste money definitely not worth price tag,1
got cold,0
must taste mutton sheek kebabsiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
food well ambience great mumbai well iconic restaurant jaipur far better taste well ambience special thanks mosam sharma making night great live music avinash icing cake great experience looking forward come jaipur come back baramasi,0
great coffee regular visitor since year food menu good especially creamy chicken sandwich,0
dont justice name let alone serve decent curry overdosed oil read fat plus dont taste good shall eat againplus rate high mean food aint worth amount money youd end payingive tried matka chicken rara chicken tangdi kebab tandoori chicken recommend refrain ordering accidentally lose mind end dining kebab none curry worth time health,1
visited place saturday evening worst staff slow cocktail ordinary food big no stardust worst experience disappointed notostardust,1
status amazing test getservice excellent mr shibu indian food amazing test kadai chicken handi meat indian food safe quality experience thanks,0
recently visited jaipur adda friend ambience place really good top floor hotel nirwana hometel great view amazing place hangout winter staff pro active know food item really well visit live singing going added good experience food item innovative ordered naan pizza speciality must try,0
outlet ammmmmazing good service staff eapecially mr manbar singh greets serf food wode smile taste even great warmth service great food love,0
recent visit jaipur place recommended local jaipur resident located inside food court wtp amazing place non veg food ordered chicken biryani excellent taste quick service courteous staff visit one outlet jaipur,0
great food service thankyou shoiab,0
staying hotel found restaurant th floor amazing view tbh thats food aesthetically pleasing taste quite place quite platter chicken finger mocktails basic,1
food tasty good service amar singh,0
amazing taste good quality food value money packaging also good,0
came dessert absolutely loved gulab jamun gulabi kulfi good describe quantity quality outstanding well,0
veg pizza ordered noir many small ant guess delivery bag not right,1
shankr helped u food made sure wonderful experience,0
half cooked portion,1
looking forward meal seriously disappointed portion,1
food kebab company delicious especially india food loyalty point give extra saving kcc wtp must indian authentic food lover,0
food bcz quality price service bcz improved ambiance bcz place loud nd overall rating place star,0
also godd andservice shibu excellent iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
came across place day backlocated four point sheraton proven perfect party place people residing hotel well people living place day back watch india v pak matchthey quite big live screening option unlike place nearbya five bartender make amazing cocktail,0
quantity not worth price tag restaurant puttingi expected receive piece fillet received order,1
hair,1
delicious food amazing quality good staff environment good hygienic food le oil l service shibu,0
ive started loving place food gotten much better cant even describe experience becomes even better anil ji hospitality,0
amazing ambience view whole city food tasty goat cheese pizza extremely delicious must visit,0
taste little bland could improved adding spice,0
excellent service really appreciate effort make please customer food also goodi heartly recommend everyone visit place least,0
wrong order sent ordered pink pasta red pasta sent,1
wonderful restaurant good ambiance good service mr nitesh highly recommended,0
excellent food amzing sarvice nirmal vai,0
place real ambience scrumptious food make even better overall service better expected considering crowd specific person named shankar bhaiya make day friendly nature yet maintaining perfect level professionalism,0
im ordering thing last time st time burger good quantity fry also good every time disappointment take care,1
taste pizza wasnt good enough,1
not worth paying much amount,1
bada stale,1
buffett dinner le meridian kukas near jaipur think one best spread recent time special mention indian dessert least five kind pastry bakery item separate every one indian dessert worth dying perfection core wheat besan churma chenna mishri mawa actually called halwai named vishnu thanked worth every penny dont miss bon appetite,0
no onion,1
recently dined experience fantastic food incredibly tasty ambience added overall enjoyment highly recommend trying falafel salad hidden crust pizza delightful fact pizza tried awesome waraahi mustvisit every pizza lover,0
uncooked pathetic chilli chicken actually worst,1
good place specially meant non veg tikka masala roti taken awesome ambience service food,1
nice tasteful chicken tikka juicy paneer food serving crowd importantly tasty mouth freshener,0
nice place great food get eat whatever u wish staff cooperative especially mr raja gupta friendly kind attend need,0
food baverage good service also nice soaib suppoting good suggetion,0
poor service dont value customer wrap delayed hour reminded asked show bill nobody walk eat something theyve not ordered never visiting,1
excellent experience feel great entered staff polite humble place beautiful clean tried royal rajasthani thal served silver thal silver fork spoon everything lip smacking big couldnt even finish everything top must visit place highly recommend love itc rajputana,0
pathetic sandwich pathetic customer service not worth,1
sweet seems like made sugar syrup yuck,1
nicee place visit partner nice ambience cooperative staff member lovely food management highly appreciated,0
ordered cod asking payment upi,1
awesome hawa mahal view food ok not much tasty lemon ice tea gud panner tikka sandwich not gud lassi awesome,1
good service vikas,0
samy jadha laga diya h dandhi laka aaya h muje pasnd nhai no bag,1
good space lovely environment,0
staff extremely rude poor management seen star hotel no respect customer direct no face dont expect,1
nice food excellent sarvice nirmal vai,0
sour taste le portion size,1
great staff food tandori chicken amazing nirmal ji great service amazing roll awesome must try,0
itc rajputana never miss breakfast jal mahal breakfast buffet amazing range offer every genre guest name u prompt live counter serving amazing even fresh vegetable juice generally dont get see best part place everything sorted best service even peak hour maintained well,0
food goodpacking alsoo goodfood quantity good cheese grilled sandwich vegetable chopped fine piece,1
nice place awesome food good staff thanks manish goswami suresh regar manager sunil ji manoj rajput,0
wow exerience world trade park nice food unique crockery clean dinein nice setting food testy mostly chkn tikka tandoori chkn spcl,0
great taste,0
rd class food,1
service good soaib,0
half menu not available staff arrogant handle specially manager food quality booked dineout arrival denied online bill payment like dineout waste money,1
cheese garlic bread mine favorite want warm deliver exactly time amd warm amazing,0
nice service dilip singh,0
worst place worst service,1
jo sab kuch list likha hai vo aya nai hai rice ki uantity bahot kam hai aur salad k naam pe sirf pyaaz v bad never order u disappointed mai jaipur aai thi yaha ki thali khane aur shaam ko aur kal bhi order karna tha ab nai karungi aap se order,1
great value,0
food fantabulous taste food never forget able always remember taste food service awesome done sardar ji thanks buddy making day,0
amazing dal amazing dal amazingly great lacha paratha pudhina parathaservice slowfood quality true indian experience,0
experienced really classy high end sufism aura well time sufi night bar yeah heard right fantastic peace beautiful voice singing soothing song setting mood absolutely right add mood drink snack starter amazing tasted absolutely fine favourite chicken tikka hara bhara kabab classy helping staff member hoping attend night like love place,0
al umar best mr sadadik khan polite fast delivery humble person thank much mr sadadik khan,0
perfect great food great ambience perfectly curated menu perfect choice weekend brunch great vibe rejuvenating experience,0
bad food uncooked dont waist money,1
terrible service finished entire order still drink not served waiter serving table not even mentioned reason delay,1
love chicken ambiance chutney great along tandoor love service great place,0
coffee good always packaging horrible leaked horribly not ordering wanna drink coffee go delivery big no,1
quite average place nothing extraordinary italthough food good drink nothing special like bar jaipur,1
dudeee start name doesnt place justice good not good enough word describe place started much recommended delicious cocktail music nice chill setting mood staff super friendly attentive given suggestion food chef turned really different really good wasnt even hungry probably gained kilo good highly recommended,0
excellent service food quality great service soaib nice ambiance taste food good,0
literally gave small portion size r,1
cheese stick cheese not hot,1
not worthy per name,1
choco walnut cake stole heart lightningfast delivery cake tasted like dream five star without doubt,0
ajay served explained menu well really appreciate,0
choco chip cake ordered delightful surprise combination chocolate chip cake match made heaven cake moist chocolate chip added delightful texture delivery service prompt cake arrived perfect condition cant recommend cake enough definitely worthy star rating,0
nice food service also good,0
one best place jaipur enjoy night rooftop hangout friend also good taste,0
stale food no salt tasteless food,1
pasta served without garlic bread,1
serve best pizza city staff owner friendly cordial highly recommend place dinining takeaway,0
nice food ordered fish fry good polite staff mr manbar friendly polite good forward visit,0
frequent place always take advantage exciting offer guy good deal nearbuy every weekend live band ambience nd food service good nd polite,0
paneer khurchandelishdal bukharaamazinnggggpudhina parantha onion kulchagoodseekh kebabdelicious staff polite enough ambience good,0
awesome place lovely pizza puff shake tried hot spicy lover pizza paneer tikka pizza onion mushroom puff cold coffee must say everything top notch perfect taste quality portion size ambience totally value money must visit overall lovely experience,0
really liked food ambience tried tasty kebab masala coke first time visit soonshibu,0
service goodfood deliciouspaneer tikka masala nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0
italian chocolate cake taste italy right doorstep arrived promised auntic italian chocolate flavor bellissimo,0
taking u granted firstly took k entry charge wife said cant provide u sitting said informed entrance make decision wnd refund provided took table dirty chair wife put near dj platform corner felt became center attraction sitting really odd place asked refund manager vikram guess said sir provided seat inside cant make refund,1
worst ever life burger sandwich made mayonese onion ordered grilled received kachha sandwich burger kachha bun onion pizza money time plus good degraded quality wont order waste money made bad,1
pic,1
amazing clubplayboy one happening club jaipuri love ambience classy food great good staffbest place late night party,0
worst tastevery bad quality food,1
smelly tasteless food,1
food good service given shibu really good love place never get disappointed food,0
basbousa cake basbousa cake transported straight middle east arrived promptly soaked fragrant syrup absolutely five star mouthwatering delivery,0
wastage food oily spicy salty no taate,1
due review skeptical visit restaurant made mind choose place lunch girlfriend birthday food good ambience excellent importantly service prahlad ji good always making sure whatever needed table really polite u made u comfortable throughout lunch,0
caution visiting place choose rooftop rather indoor honest love place everything soothing food service top notch also good not loud perfect pitch hukkah lover dont order hukkah rooftop wind definitely irritate though hukkah quality goodi would definitely recommend tandoori paneer pizza run new offer every week thats also plus point money,0
soaib awesome helpful,0
le paneer much red peprika taste good le quantity,1
stale bun fowl smell,1
garlic bread complete disaster completely cold u guy send leftover ordered form seeing rating wrong poor taste quality poor packaging put small size garlic bread large size pizza box,1
food soggy bhaji not good chola used cholabhatura low quality material,1
excellent foodgood better taste excellent serive amar sing g,0
dal makhani portion increased,1
regular visitor socorro restaurant amazing ambience food chef ramakant pradhan prepares amazing delecacies courteous take care guest moreoverthe staff professional caring service great love going would recommend paneer tikka masala vegetable pizza dessert shouldnt missed,0
service roll experienced u come world trade park shibu good term behaviour grooming task given,0
last night really pleasant experience beginning end not food also service quality food,0
like cappuccino look taste nice,0
badly cooked food thing ordered werent available every category order changed,1
unique taste good value money must visit place jaipur,0
amazing ambiance great food really loved pizza pink sauce pasta also run amazing offer get deal budget highly recommended everyone,0
noir jaipur coffee aficionado dream come true open hour offer unique sanctuary exceptional service cozy ambiance blend seamlessly extensive menu caters every palate ensuring there perfect beverage everyone whether youre early bird night owl noir provides unparalleled experience making ultimate destination coffee enthusiast city dont miss extraordinary coffee haven,0
heard good thing place decided lunch star view place offer doesnt offer anything approach quite steep climb narrow stairway quite fascinating actually caf terrible quality furniture seem quite well actually saw many foreigner cannot understand would want shabby ambiance greeting ordered falafel wrap thing pizza something havent year reminded one road side bakery yesteryear wrap,1
everything good nice ambience cool place hangout favourite go place friend every evening love,0
hygiene,0
wonderful thanks lovely meal,0
lal maans authentic lamb dish famous around jaipur location spot right inside city palace proper royal style fine dine place ended going lunch suggestion would go dinner dark place lit,0
food delicious staff behaviour well specially mr nirmal,0
mr nitesh gave u good assistant polite food delicious well,0
soya sause spilled,1
omprakash good service,0
not delivered,1
not given gravy rice bowl,1
sugar doughnut sugar could not taste doughnut mava cake peculiar smell old cake reheated,1
bkwas food h order item missing ho dubara bhejte bhi nhi h disappointed test bhot ganda h chiiii,1
staff serving mr shivu good food yes kebab lassithe delicious kebab ive ever,0
place super cozy peaceful sitting area cute sparkly pinch greenish beauty nature traditional look white furniture setting whole different vibe mesmerized drunken coffee concept youre coffee lover well alcohol must try drunken coffee,0
elaborate lovely menu nice multi cuisine variety beautiful ambience coffee need improvement term preparation courteous staff,0
sirf view ka paisa hai otherwise not worth money also rupee entry charge redeem chindi si bottle dew coffe tea hopeless management bad food taste,1
food delicious thanks k c,0
worst cake store ever ordered wrote cake eggless not according hazelnut cake delivered low quality worst chocolate cake bad experience,1
brushetta cooked burnt,1
day back beautiful place really beautiful showing culture get proper rajasthani food puppet show magic show many thing food really yumm,0
taste,1
club worst club jaipur dont even try go staff doesnt even etiquette talk address customer properly hospitality,1
mr amar singh helpful good food also service good,0
elaborated menu coffee quite good casual coffee lover though could better blueberry cheesecake waste money cheese quality not fascinating thing talk,1
choco hazelnut cake nutty delight arrived perfect condition combination chocolate hazelnut heavenly truly delicious treat five star without doubt,0
good service nice ambience delightful service nasir bhai make wow famous jaipur thanks nasir bhai,0
nice place amazing party vibe food also good service quit well mr shoaib helpful courteous dj mixminister pretty cool allover nice place,0
pathetic taste not recommended,1
place historical awesome idea serve food inside palace ordered mushroom vegetable cashew mint gravy unfortunately not able find picture tasted nice friend ordered amer mutton liked even went upperdeck see private romantic dining hall upstairs many antique decor piece staff trained roti basket need changed rest historical place charm rajasthan jaipur proud explored atleast love amber,0
food delicious specially peneer butter masala service also good especially amar sing g,0
want quick tasty meal wont put dent wallet restaurant way go fast delivery delicious food every time,0
play place go hangout ur frds family mainly disc apart option dining rooftop basically club really nice dance enjoy drink dining rooftop option sitt enjoy food quantity nice ambienc nice attractive staff service good place location approachable overall nice,0
worst experience food quality bad customer service poor charge damn high ordered lemonade insect drink,1
horrible ordered pasta already mentioned want pasta without onion got includes onion uploaded pic also,1
food tasty place comfy staff behavior polite paneer lababdar manchow veg soup taste great shivu tapasi iii,0
amazing starter tried tandoori aaloo melted mouth pander tikka equally good server mr manbar singh courteous helpful,0
food tasty mocktail niceservice soaib goodclubing experience goodwe enjoyed lot,0
want money back pizza short,1
eclectic diverse buffet la carte menu item available world wait staff courteous professional always go extra mile,0
ambience normal nothing new itstaff coorporative nd provide proper suggestion foodfood good service also good,0
not many place serve great non vegetarian food north indian food visiting place another restaurant added list serving good north indian heard lot place friend people honestly never visited today finally place didnt disappoint begin ambience well located food street wtp there quite lot hustle bustle around there good food infront tend neglect minor thing theyve efficiently utilised small space made aesthetic appealing service really nice,0
give bill without asking specially still foodstaff really rude keep staring u infect address problem dont even listen u ignore usi seriously advise dont ever visit cant treat customer properly cant anything keep switching ac one customer keep remind kindly switch ac still show many tantrum switch ac personsthey dont even let u sit cover area obviously choice sit,1
no need visit long distance place great food awsome place area gulabgarh everythung great worthful,0
perfect place great food cool ambeince best part place courteous staff specially amrit take care guest much zeal enthusiasm strongly recommeded,0
excellent good test yummy good service shibu sir thnku much clean neet good tst food,0
tiny toy piece weighing le gram theft time reached soggy lost crispness please not order sethi,1
fond pizza place ordered chill garlic noodle also time really good superb food always meet desired pizza craving,0
expensive tasteless,1
outlet situated masal chowk ramniwas garden famous place pyaz ki kachori samosa jalebi also like tikki xhhola papdi traditional taste dish good service staff also nice,0
really nice food ambience,0
quality okay taste okay no garlic bread added much oil,1
main course wasnt upto mark,1
anurag bro served u excellently food great always great come love quyus friend love always come back waffle cupcake,0
cutney smelling badly,0
booked carnival offer reached manager hemant denied offer said offer buffet please resolve kind service customer loose interest,1
food good waiter polite especially mr radheshyam little pricey quantity also little le otherwise good,0
taste doesnt justify price,1
went multiple time friend family dinner nice rooftop food taste good service little slow even weekday menu item not available overall nice experience,0
great food service thank isha great service,0
green along wrap wilted nd cant eaten either dressing put much time stale nd wrap pretty small price charged generally order rajputana sheraton wrap size great disappointed,1
nice place amazing view hawa mahal food decent got good variety option among drink enjoy cup coffee chai coconut water looking hawa mahal,1
place ambience good food ok drink not cocktail not good liit mojito overly sweet amount liquor not feel adequate beer really costly tandoori chicken tikka masala good costly top gst vat also charged cow protection fee percent liquor bill never seen anywhere jaipur pretty adamant mandatory pay would not visit place,1
tawa roti charred,1
recently order food great amazing test quantity perfect price reasonable good timely delivery service order soon,0
food cold arrived home,1
good food great service mr udal singh considerate helped customise food need,0
truly healthy,0
great place nice food,0
one classy place jaipur cannot disappoint mix traditional modern lunch good time polite helpful attended dharmesh liked service given really talk ambience soothing peaceful area chose corner seat outside sittingwe orderedblue hawaiian different good taste liked one mostplanter cooler refreshingpink sauce pasta mediterranean pizza ok taste didnt liked muchwe missed cinnamon lunch timing half hour,0
nachori nacho something make day whenever ordered yellow house robot restaurant highly recommend place order favorite food,0
amazing tasty desi masala chiken shatehospitality service shibuand amazing foodiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
great food hygenically packed,0
best town chicken tikka butter masala delicious item menu also visit k c outlet would best experience either family friend,0
occasion dear brother convocation meal fabulous excellent food excellent service place visit boy shivu sandeep,0
great experience ambiance welcoming charming amazing food service staff extremely knowledgeable make great recommendation,0
place recently must say really great restaurant food exceptional rajasthani theme activity give great experience culture tradition really happy hospitality entire experience really welcoming warm would recommend family friend,0
cold soggy,1
checking menu found big blunder lamb burger put veg section big mistake please look menu,1
nice ambience delicious food good service,1
good servicesoaib good service,0
shibugood service food also nice ambiance also quite good everything clean overall experience good,0
absolutely delighted choco chip cake delivery lightningfast cake fresh scrumptious highly recommended,0
stag rooftop cafe amer standout cafe jaipur absolutelythe rooftop view killer food spot must visit spot anyone amer,0
food amazing location would surely suggest food veg lover well amar singh provided amazing honest service must visit,0
poor taste,1
group along kid ordered large variety item like egg sandwich coffee pancake waffle ordered egg benedict description menu poached egg hollandaise sauce apparently served chicken salami poached egg bought notice server argued numerous qa like standard recipe google ordering served around world meat question remains wasnt chicken not mentioned description dish ultimately given deaf ear management left alone mercy felt disgusted,1
went afternoon ambience property nice found food little pricey side compared quantity provide order hakka noodle felt quantity le quantity mocktails good compared price feel food could bit better,1
tried copy chokhi dhani nowhere near food pathetic stale also food shortage price high service provided horrendous waiting almost hr would suggest not plan event place,1
drop quite often specially godam malviya first attraction town coffee pet friendly cafe good place hangout friend maybe feeling bored working home bring laptop work free wifia place good vibe light food young might not want miss friday evening even monday recommendation would coffee croissant sandwich pesto chicken pasta,0
taste quality good quantity rice not enough two people one full order dish enough serve minimum two people,1
cake ordered changed not arrived kept needed made like,1
good food quality n service also good thanks,0
wifi connectivity slow please work,0
seen lot photo cafe finally went loved view ambience place food isnt great ordered maggi bland sandwich shake decent surely instagram worthy cafe,1
one best rooftop seen lifethis place amazing service thank yash bhai attending providing cool atmosphere rajendra coolest chefpakka wapasi banti haicheers,0
drink really something different tasty apart basic one ambience soothing comfortable atmosphere,0
packing always carry pizza box bag kept vertically spoil pizza,1
first visit new arrival zomato list enjoyed ambience sunny day starter booze addons happy service presentation food taste better especially paneer positive feedback promptly taken management happy revisit add rating,0
recently visited diablo jaipur mixed experience establishment restaurant interior undoubtedly beautiful creating ambiance inviting chic however overall experience marred inconsistent management general manager owner diablo standout highlight friendly kind demeanor left positive impression making overall atmosphere welcoming however enjoyment dampened behavior staff came across rude came food quality hit miss pizza lucifer drink exceptional enjoyable flavor point,1
ordered food superb taste quantity good quality also great delivery done time,0
amazing food staff behavior good comfortable especially dhanpal ji service,0
wonderful dining experience stay itc rajputana covid no covid food staff best chef gokul made sure request catered fullest along entire staff made sure memorable experience special thanks jeetendar well wonderful attendant,0
amazing experience awesome ambience,0
everything good food average also indian paying foreigner still staff pay attention like not even u felt like not even welcome still wouldnt complained food would good food worst part want say whoever reading please avoid save money not worth,1
ordered cheese cake received cream instead cheesecake,1
wasnt delivered,1
food uncooked lacha paratha ucooked send small portion odlf paratha uncooked,1
place best cocktail music great view beautiful really love place truly recommend,0
best south indian food jaipur service quick served love overall every thing amazing,0
oh man hot tempting crispy jalebisif visited masala chowk didnt try say missed best thing masala try price gm,0
showing opening time till whereas restaurant started winding soon passing pm asked take away food rude shouldnt taken order till pm,1
shibu good job great servucehad amazing lala mass yumit bette food quality tgan outletsand also ambience nice cisy,0
nice service good ambience nice quality foodaltmate service nice cocktail mocktails thanks team adda,0
nice place go couple drink friend family friendly staff good ambience service good variety spirit little expensive worth place visit,0
ordered without onion food got onion food,1
great service mr rajesh took care request went extra mile u really happy,0
good veriety overall great outlet ordered verity recommended verity tasty liked much unique taste,0
nice expected,0
nice place sit enjoy aesthetic,0
keep,0
burj grand uniara several time infact used favorite dinning today went arogo dreadful u gone celebrate father law ac not functioning wait starter almost one finally starter arrived absolutely cold seemed taken complained got u fresh set served dinner almost one half laal maas half meat not cooked naan bad eating,1
place great visit area enough case crowd food not good yeah drink rate good music much loud pub average,1
want spoon,0
sometimes service gesture hotel staff vallet like welcoming senior citizen mom umbrella rainy evening may make feel good elate mood well experienced somewhat day back took family dinner amidst heavy rain marigold golden tulip mi road hotel quietly made reputation jaipur nice experience food offering veg non veg cuisine place offer nice cozy ambience comfortable sitting though staff courteous polite found little bit inattentive wait catch attention placing order trust might one kind type,1
palak medu wadai delightful twist traditional medu wadai infusion spinach added fresh earthy flavor making standout appetizer,0
one best late night cafe however dont accept zomato gold night hour pm bit also non alcoholic beer would like suggest try,0
pathetic quality food dont order instead order dmb,1
photo preparation diff,1
super delicious food combo gulab garh resort jaipur fun recreational place resort comprises series rebuilt village hut cow dung plaster decorative wall charge inclusive enjoying camel riding playing game watching magic show puppet show dance,0
shibu service humble thank service would love visit,0
biryani awesome delicious made chef visit loved taste biryani come mumbai ate biryani,0
packed not good cant eat food,1
amazing ambience scrumptious food must visit place friend family,0
amazing food whole experience start finish great staff club staff specially mr azad n kapil n mr shanu entertaining person like behaviour making best cocktail star,0
food disappointment uncomfortable seating people saving grace live music also deteriorated evening progressed definitely better classier place spend weekend jaipur,1
awsme food chaudhary good person,0
socorro restaurant amazing always enjoyed group member restaurant specially food traditional indian themei always meet chef ramakamta anurag duo always keep experimenting food turn happy always felt keep pushing team member page kudos crown plaza team,0
visited place time short span decor ambience regal classy mesmerizing not surprising family owns manages royal bhindar food highest quality freshness taste cooked open instance mutton keema samosa not menu prepared request specially thin crust bacon pizza handi paneer masala followed nice cup cappuccino coffee open terrace sun chilling winter instance went gathering people evening loved mutton keema pav veg non veg spring roll house speciality bhindar mutton followed,0
progreat ambience lovely view contactless limited bar menu option beerfood average served bit cold,1
thank mr amar singh superb service delicious food service remarkably good butter chicken biryani yumm,0
food tasty nd value moneyservice shibui cam second tym food delicious great time friend,0
clean welcoming ambience well behaved staff food quality also good,0
didnt receive straw,1
went reading review online recommended lot people high expectation turned opposite food horrible clearly chef wasnt aware cook food went th manager mentioned closed come th march come evening try place called landline number didnt get response lot trying finally evening call answered told place booked no reservation available gave reference manager magically table arranged amongst first people reached,1
worst mushroom dish ever pasta total bland really poor quality price charge deeply disappointed,1
overall everything great one thing stood butter roti must try sure wwww,0
bad taste oil burger bad expect fort,1
worst experience ever ambience okay food worst dont know hyped food quality service disappointing not coming back ever,1
dont come place want sit enjoy view isnt great anyways compared place besides minute eat something take picture asked leave costumer say theyre busy need leave premise not good way even youre not finished eating take away plate tell go sir many customer ive never encountered practice place world except one shame theyre damaging business like nearby cafe way,1
good place vibe really awesome,0
worst experience ever no manner staff doesnt even come serve food not cooked cold ask serve food start arguing not recommended visit complete waste money,1
golguppa puri soggy oil smell pani not tasty,1
long time crazy bite masala pao know might lot people dont like eating spicy food one flavour would need save delicacy well right amount spice go easy creamy sauce get might add little bit spice bite came good packaging great know restaurant keeping food quality maintained,0
returning ranthambore catch flight jaipur airport hour gap didnt wanted leave without visiting hawa mahal got bike taxi reached hawa mahal got beautiful restaurant got amazing view hawa mahal people want sit hawa mahal side n enjoy food take pic selfies etc visit place ordered combo capuchino cheese sandwich around ok one time visiti recommend place ever visiting hawa mahal,0
awesome food amazing hospitality sandeep kumar ashraf amazingly polite soft time two serve u n really love service n look forward b served,0
ordered falafel wrap far worst tasting falafel wrap ever heard taste barely like falafel yet wrap rate really bad,1
not inch pizzai think not according size,1
amazing hangout place jaipur adda great service good food providing zomato gold definitely visit specially thanks nasir,0
excellent service given raja restaurant pro active humble made dinner comfortable enjoyable,0
taste no doubt ultimate cheap paper box food quality diminished doesnt feel like ordered food one best cafe one plastic box something creative like brand,1
ever visit place connect like enter room knew enjoy like place exactly place time exactly vibe jaipuradda gave u visited place thursday night luckily u sufi night singer talented song played gave u nostalgic feeling hour visit turned hour long stay place since rooftop hotel casual seating lower upper deck terrace could see city skyline beautiful dark diwali light,0
ordered paneer lababdar good ordered another special dish soya chal bad soya chap difficult chew spicy disturb stomach easily staff service good,0
zucchini fry pesto cottage cheese steak good delicious mr veg pizza could better coffee great place crowded issue crockery go reception ask thing although staff polite friendly service could better star still enjoyed evening,1
facebook insta linkedin urgent concerning health labor issue gulab garh restaurant jaipur respected food health department labor department authoritiesi reaching heavy heart deep concern regarding recent incident raised serious health labor issue gulab garh always known warm hospitality experience gulab garh rd july pm absolutely shocking family along sister family visiting usa distressing encounter demand immediate attention health labor department,1
didnt give full order half item delivered,1
thanks rajveer serving u,0
dineshs nature nice food quality best really comfortable palace dineshs service osm,0
limited menu hardly option jain food available option good restricted looking good vegetarian north indian place big no given dal makhni paneer,1
delicious food good service ambiance totally loved hospitality yogi,0
excellent service hemraj singh,0
food quality not ordered pizza oily virgin mojito also not good,1
highly recommend place big selection food time pocket friendly ordered salami pizza chicken wrap quesadilla grilled chicken mushroom sauce chocolate frappe masala tea tasted thing allow dog not jaipur sure visit back town,0
didnt send cutlery bed service,1
food good coffee service must try cranberry complimetry banana bread awesome thanks service boy yogi good suggestion,0
online delivery service always top notch yellow housethe robot restaurant keep guy thanks amazing food service guy provide u,0
nicee,0
liked place calm homley vibesstaff quite good polite interacted staff member vikram singh liked politeness customer handling ability overall nice place spend weekend,0
located kawar nagar near govind dev ji temple place beautiful interior give perfect royal vibe apart great interior wide range dish beverage serf authentic rajasthani food drink im pretty impressed service courteous staff helpful visiting soon,0
amazing indian food worth every bit money spent good service love qualityssssssssssssssssssssssssssssssssssssssssaassssssss excellent service sss,0
rude staff specially mr jagdish teaching u beer brand asking particular brand carlsberg international brand consume world saying hamara restaurant premium hai koi tekka nahi lol idiot beer not chilled lemon not served corona food quality good asking fish tikka served fried fish ask tikka executive said coming back never came back slow rude service overall previous visit good compare time work service,1
amazing hygienic food mutton sarvic mr nirmal ji experience,0
actually heard saying chef not happy inside easily judged plate thing happened samrat vey good name indain chaat thing thiught try alooo tikki somehow may bad day coz chef not intrested preparing thing rather busy complaining fellow chef smthing result bad definitly go revise review,1
mr nitesh pal nice service tasty food good ambiance recommended,0
basially visited awesome place cousin entered taking precaution ordered veg arrabiata pasta veg alfredo pasta tempting yummy taste value money place,0
nice party enjoyed live music also staff good dinesh ji gave u good service musician awesome,0
delivery service poor,1
great buffet experience hospitable staff great service food taste also good item recommended,0
ambience nice ordered cheesy alfredo pasta deliciously must try,0
restaurant ambience awesome lovly food service like mayank priyanka service guy awesome positivity caring must come,0
mr amar singh best person handle query food awesome,0
bad quality food disgusting bed experience order pizza worst,1
please include onion also,1
nice place food manager arman ali hosted u well,0
aesthetic pleasant service excellent specially mr rashid,0
five star special dark chocolate cake delivered right time packed intense chocolate flavor cake serious chocolate lover dont miss,0
great service people kind eager service reheated bread mid meal great service sheebu sharma,0
worst food ever disappointedvery bad,1
food smell bad cheese used not fresh smell bad,1
r liit plastic glass not cool,1
always hd great time fun wid frends pizza great pasta nt good anyway crispy corn nice service bit slow herre,0
busy restaurantstill giving best service delay ambience restaurant attractive food delicious staff polite nd courteous,0
